age,gender,country,self_employed,family_history,treatment,work_interfere,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
27,female,Switzerland,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
27,female,United Kingdom,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
27,male,United Kingdom,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
28,male,United Kingdom,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
28,female,United Kingdom,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
28,other,United Kingdom,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
28,female,United Kingdom,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
29,female,United Kingdom,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
29,male,United Kingdom,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
29,male,United States,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
29,male,United Kingdom,No,No,Yes,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,No,No,Some of them,Yes,No,Maybe,Yes,No
29,male,United Kingdom,Yes,No,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
29,male,United Kingdom,No,Yes,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
29,male,United Kingdom,No,Yes,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
29,female,United Kingdom,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
29,male,United Kingdom,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
29,male,United Kingdom,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
29,male,United Kingdom,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
30,female,United States,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
30,male,United States,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
30,male,United States,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
30,male,United States,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
30,male,United States,No,No,No,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,No,No,Some of them,Yes,No,Maybe,Yes,No
30,other,United States,Yes,Yes,Yes,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,Maybe,Yes,No
30,male,United States,Yes,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
30,male,United States,Yes,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
31,male,United States,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,No,No
31,male,United States,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,No,No
31,male,United States,No,Yes,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
31,male,United States,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
31,male,United States,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
31,female,United States,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
31,male,United States,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
31,female,United States,Yes,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
32,male,United States,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,No,No
32,male,United States,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,No,No
32,male,United States,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,No,No
32,female,United States,No,No,Yes,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,No,Yes,No
32,male,United States,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
32,male,United States,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
32,male,United States,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
32,male,United States,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
33,male,United States,No,No,No,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,No,No,Some of them,Yes,No,No,Yes,No
33,male,United States,No,Yes,Yes,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,No,Yes,No
33,male,United States,No,No,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
33,male,United States,No,No,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
33,male,United States,No,Yes,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
33,male,United States,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
33,female,United States,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
34,male,United States,No,Yes,Yes,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,No,Yes,No
34,male,United States,No,No,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
34,male,United States,No,No,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
34,male,United States,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
34,male,United States,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
35,male,United States,No,No,No,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,No,No,Some of them,Yes,No,No,Yes,No
35,male,United States,No,Yes,Yes,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,No,Yes,No
35,male,United States,No,No,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
35,male,United States,No,No,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
35,male,United States,Yes,Yes,No,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
35,female,United States,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
36,male,United States,No,No,Yes,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,No,Yes,No
36,male,United States,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
36,male,United States,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
37,male,United States,No,No,No,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,No,No,Some of them,Yes,No,No,Yes,No
37,male,United States,No,Yes,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
38,female,United States,No,Yes,Yes,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,No,Yes,No
38,male,United States,No,Yes,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
38,female,United States,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
38,male,United States,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
38,male,United States,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
39,male,United States,No,No,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
39,male,United States,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
39,male,United States,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
40,female,United States,No,No,No,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,No,No,Some of them,Yes,No,Yes,Yes,No
40,male,United States,No,No,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
40,male,United States,Yes,Yes,No,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
41,female,United States,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
41,male,United States,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
41,male,United States,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
42,male,United States,No,No,No,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,No,No,Some of them,Yes,No,Yes,Yes,No
42,male,United States,Yes,No,No,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,No,No,Some of them,Yes,No,Yes,Yes,No
42,male,United States,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
43,male,United States,No,No,Yes,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,Yes,Yes,No
43,male,United States,No,No,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
43,male,United States,No,No,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
43,male,United States,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
43,male,United States,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
46,male,United States,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
46,male,United States,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
47,male,United States,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
48,male,United States,No,No,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
50,male,United States,No,No,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
50,male,United States,No,No,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
50,male,United States,No,Yes,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
51,male,United States,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
54,male,United States,Yes,Yes,Yes,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Yes,No,No
54,male,United States,No,No,Yes,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,Yes,Yes,No
62,male,United States,No,No,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
65,male,United States,Yes,No,No,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,No,No,Some of them,Yes,No,Yes,Yes,No
19,male,Australia,No,No,Yes,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
19,other,Australia,No,Yes,Yes,Rarely,No,No,Don't know,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
20,female,Austria,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
21,female,Belgium,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
21,male,Belgium,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
21,male,Bulgaria,No,No,Yes,Rarely,No,No,Don't know,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
22,female,Canada,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
22,male,Canada,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
22,male,Bulgaria,Yes,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
22,male,Bulgaria,Yes,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
23,male,Canada,No,Yes,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
23,male,Canada,No,No,Yes,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
23,female,Canada,No,Yes,Yes,Rarely,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
23,female,Canada,No,Yes,Yes,Rarely,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
23,male,Canada,No,No,Yes,Rarely,No,No,Don't know,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
24,male,Germany,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
24,male,Germany,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
24,male,France,No,Yes,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
24,female,France,No,No,Yes,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
25,male,Germany,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
25,male,Germany,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
25,male,Ireland,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
25,male,Germany,No,Yes,Yes,Rarely,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
25,male,India,No,Yes,Yes,Rarely,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
25,male,India,No,Yes,Yes,Rarely,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
25,male,Ireland,No,Yes,Yes,Rarely,No,No,Don't know,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
26,male,Netherlands,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
26,male,Netherlands,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
26,male,Netherlands,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
26,male,New Zealand,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
26,male,Ireland,Yes,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
26,female,Netherlands,No,Yes,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
26,male,Portugal,No,Yes,Yes,Rarely,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
26,female,Netherlands,No,Yes,No,Rarely,No,No,Don't know,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
27,male,South Africa,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
27,male,Switzerland,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
27,male,Switzerland,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
27,male,United Kingdom,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
27,male,United Kingdom,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
27,female,United Kingdom,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
27,female,Switzerland,No,No,Yes,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
27,female,United Kingdom,No,No,Yes,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
28,male,United Kingdom,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
28,male,United Kingdom,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
28,male,United Kingdom,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
28,male,United Kingdom,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
28,female,United Kingdom,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
28,male,United Kingdom,No,Yes,Yes,Rarely,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
28,female,United Kingdom,No,Yes,Yes,Rarely,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
28,male,United Kingdom,No,No,No,Rarely,No,No,Don't know,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
28,male,United Kingdom,No,No,Yes,Rarely,No,No,Don't know,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
29,male,United Kingdom,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
29,male,United Kingdom,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
29,male,United Kingdom,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
29,male,United Kingdom,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
29,male,United Kingdom,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
29,male,United Kingdom,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
29,male,United Kingdom,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
29,male,United Kingdom,Yes,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
29,male,United Kingdom,No,Yes,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
29,male,United Kingdom,No,No,Yes,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
29,female,United Kingdom,No,Yes,Yes,Rarely,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
29,male,United Kingdom,No,Yes,Yes,Rarely,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
29,male,United States,No,No,No,Rarely,No,No,Don't know,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
29,female,United States,No,No,Yes,Rarely,No,No,Don't know,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
29,female,United Kingdom,No,Yes,Yes,Rarely,No,No,Don't know,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
29,female,United States,No,Yes,Yes,Rarely,No,No,Don't know,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
30,male,United States,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
30,male,United States,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
30,male,United States,No,Yes,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
30,male,United States,No,No,Yes,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
30,male,United States,No,No,Yes,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
30,male,United States,Yes,No,Yes,Rarely,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
30,male,United States,No,Yes,Yes,Rarely,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
30,male,United States,No,Yes,Yes,Rarely,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
30,male,United States,No,No,No,Rarely,No,No,Don't know,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
30,male,United States,No,No,No,Rarely,No,No,Don't know,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
30,male,United States,No,Yes,Yes,Rarely,No,No,Don't know,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
31,male,United States,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,No,No,No
31,male,United States,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,No,No,No
31,female,United States,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,No,No,No
31,male,United States,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,No,No,No
31,male,United States,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,No,No,No
31,male,United States,Yes,Yes,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,No,No
